work_id,parliament_house,mp_name,state,constituency,elected_nominated,work_category,work_description,recommended_amount,recommended_date,sanctioned_amount,sanction_date,completion_amount,completion_date,work_status_raw,has_recommended,has_sanctioned,has_expenditure,has_completed,is_unmatched_work,lifecycle_status
WS/MP18126/2025-2026/236272,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Install 2 set of Street lights,,,,,169530.0,2026-07-30,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/236273,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Install 2 set of Street lights,,,,,169530.0,2026-07-30,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/236274,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Install 2 set of Street lights,,,,,169530.0,2026-07-30,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/266931,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Installation of Street light (2set),,,,,169530.0,2026-07-30,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/266932,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Installation of Street light (2set),,,,,169530.0,2026-07-30,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/266933,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Installation of Street light (2set),,,,,169530.0,2026-07-30,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/266937,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Installation of Street light (2set),,,,,169530.0,2026-07-30,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP578/2025-2026/196753,Lok Sabha,Mansukhbhai Dhanjibhai Vasava,Gujarat,BHARUCH,,Normal/Others,maktampur kasak smashan ma shri meldi mataji na mandir same shed ni kamgiri,,,,,,2026-08-18,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18305/2025-2026/183166,Lok Sabha,E.T. Mohammed Basheer,Kerala,MALAPPURAM,,Normal/Others,Construction of transformer Pulikakandi pathway,,,,,194403.0,2026-08-13,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/236285,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Install 2 set of Street lights,,,,,169530.0,2026-07-30,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP323/2025-2026/219032,Lok Sabha,Rajeshbhai Naranbhai Chudasama,Gujarat,JUNAGADH,,Normal/Others,"Junagadh District,Visavadar Taluka,Ratang Village,Paver block work from Ramaben Vanand house to Chhaganbhai Rathod house in Ratang village",,,,,294836.0,2026-07-31,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP549/2026-2027/282567,Lok Sabha,Giridhari Yadav,Bihar,BANKA,,Normal/Others,Sultanganj Prakhand antargat Uchh Vidyalaya Khanpur mey Prayogik Upkaran ka adhishthapan.,,,,,2097395.0,2026-08-20,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP549/2026-2027/282568,Lok Sabha,Giridhari Yadav,Bihar,BANKA,,Normal/Others,Shahkund Prakhand antargat Uchch Madhyamik Vidyalaya Kishanpur amarveriya mey Prayogik Upkaran ka adhishthapan.,,,,,2097395.0,2026-08-20,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18007/2026-2027/246567,Lok Sabha,Putta Mahesh Kumar,Andhra Pradesh,ELURU,,Normal/Others,providing Street Lights,,,,,489659.0,2026-08-17,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/236279,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Install 2 set of Street lights,,,,,169530.0,2026-07-30,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18034/2025-2026/264904,Lok Sabha,Chirag Paswan,Bihar,HAJIPUR(SC),,Normal/Others,"Block Lalganj, Panchayat Gurmiya Ke Gram Kishunpur Barhan Ke Ward No. 5 Me Mukesh Kumar Ke Ghar Se Rajendra Paswan ke Ghar Tak PCC Nirman",,,,,989055.0,2026-08-19,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18305/2025-2026/184459,Lok Sabha,E.T. Mohammed Basheer,Kerala,MALAPPURAM,,Normal/Others,Ullattuthodu chira thod side protection,,,,,293676.0,2026-08-05,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18305/2025-2026/182630,Lok Sabha,E.T. Mohammed Basheer,Kerala,MALAPPURAM,,Normal/Others,Construction of Karattuparamba Abdulbari padi road,,,,,399679.0,2026-08-06,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18305/2025-2026/183343,Lok Sabha,E.T. Mohammed Basheer,Kerala,MALAPPURAM,,Normal/Others,"Construction of Mailappuram Madhyamam road, ward- 10",,,,,498967.0,2026-08-05,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18052/2026-2027/249970,Lok Sabha,Captain Viriato Fernandes,Goa,SOUTH GOA,,Normal/Others,"To provide Desk and Benches 30 nos) to accomodate 60 students for LITTLE TOTS PRIMARY SCHOOL at PRABHU NAGAR, PONDA, GOA.",,,,,332194.0,2026-08-14,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP345/2025-2026/243580,Lok Sabha,Nk Premachandran,Kerala,KOLLAM,,Normal/Others,Concreting of road from RPL Quarters water tank to Pillappura in Kelankavu Ward of Punalur Constituency in Punalur Municipality,,,,,474402.0,2026-08-05,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP490/2025-2026/241157,Lok Sabha,Narendra Modi,Uttar Pradesh,VARANASI,,Normal/Others,Interlocking work from Rakesh Seth house to Dhruv Dada house in Kandwa Ward No 19 Shivaji Nagar Colony Length 81 m,,,,,697616.0,2026-08-05,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/236286,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Install 2 set of Street lights,,,,,169530.0,2026-08-05,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18276/2025-2026/242190,Lok Sabha,Jashubhai Bhilubhai Rathva,Gujarat,CHHOTA UDAIPUR(ST),,Normal/Others,Work of Paver block,,,,,400000.0,2026-08-10,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18429/2026-2027/207496,Lok Sabha,Ravindra Vasantrao Chavan,Maharashtra,NANDED,,Normal/Others,Installation of Heritage Light Poles (Street Lights) at Village Kolambi Tehsil Naigaon (Kh.) Dist. Nanded,,,,,499000.0,2026-08-14,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP588/2025-2026/213411,Lok Sabha,Poonamben Hematbhai Maadam,Gujarat,JAMNAGAR,,Normal/Others,For the work of community hall in the Scheduled tribe area next to the Gatraal Mataji temple in Pachhtar village,,,,,498981.0,2026-08-06,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP747/2026-2027/242035,Lok Sabha,Manickam Tagore B,Tamil Nadu,VIRUDHUNAGAR,,Normal/Others,Construction of PDS Building in Thenpalai Village and Puliyooran panchayat,,,,,1099641.0,2026-08-07,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18394/2025-2026/212734,Lok Sabha,V S Matheswaran,Tamil Nadu,NAMAKKAL,,Normal/Others,Providing  of a borewell  with new motor and pipe in Ward No. 20 of Rasipuram Municipality,,,,,400000.0,2026-07-31,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP478/2025-2026/243391,Lok Sabha,Mala Rajya Laxmi Shah,Uttarakhand,TEHRI GARHWAL,,Normal/Others,Gram Dhungi me Kindar singh ke Makan se janak singh ke khet tak Surcha Diwar (Woorkin Agency Block),,,,,199757.0,2026-08-05,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18183/2025-2026/222810,Lok Sabha,Murasoli S,Tamil Nadu,THANJAVUR,,Normal/Others,Construction of a new bus stop near Marunkulam Government Higher Secondary School in Marunkulam Panchayat,,,,,799695.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP490/2025-2026/241246,Lok Sabha,Narendra Modi,Uttar Pradesh,VARANASI,,Normal/Others,Interlocking work from Rajesh Mistry house to Anil Patels house in Gram Sabha Bairwan Block Kashi Vidyapeeth Length 48 m,,,,,129800.0,2026-08-17,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP490/2025-2026/241032,Lok Sabha,Narendra Modi,Uttar Pradesh,VARANASI,,Normal/Others,Akatha Ward No 41 Srinagar Colony Akatha Pahadia HNo 622 SRD up to Vashisht ji Maharaj house and HNo 62S11S1 interlocking work up to Smriti Shilpa Chatterjee wife Gautam Diwakar Shyam Kartik Choubey house L 100 m,,,,,831192.0,2026-08-12,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP345/2025-2026/243581,Lok Sabha,Nk Premachandran,Kerala,KOLLAM,,Normal/Others,Concreting of road leading to RPL Quarters from Mariammankovil in Kelankavu ward of Punalur Constituency in Punalur Municipality,,,,,147213.0,2026-08-20,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18148/2025-2026/228029,Lok Sabha,Balabhadra Majhi,Odisha,NABARANGPUR(ST),,Normal/Others,Construction of Community Centre near Bariya Maa Mauli Temple at Munsa,,,,,300000.0,2026-08-10,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18148/2025-2026/228032,Lok Sabha,Balabhadra Majhi,Odisha,NABARANGPUR(ST),,Normal/Others,Construction of Community Centre near Laxmi Narayan Temple at Gudumpadar,,,,,300000.0,2026-08-10,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18148/2025-2026/228035,Lok Sabha,Balabhadra Majhi,Odisha,NABARANGPUR(ST),,Normal/Others,Construction of Community Centre near Hundi Ghar at Chidipalli,,,,,300000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18148/2025-2026/228010,Lok Sabha,Balabhadra Majhi,Odisha,NABARANGPUR(ST),,Normal/Others,Construction of community centre at Titong,,,,,250000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18148/2025-2026/228004,Lok Sabha,Balabhadra Majhi,Odisha,NABARANGPUR(ST),,Normal/Others,Construction of shed and installation of statue of Sahid Gangadhar Madkami at Udupa,,,,,300000.0,2026-08-12,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18126/2025-2026/236306,Lok Sabha,Adv Gowaal Kagada Padavi,Maharashtra,NANDURBAR(ST),,Normal/Others,Install 2 set of solar street lights,,,,,169530.0,2026-08-05,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18257/2025-2026/192434,Lok Sabha,Abhijit Gangopadhyay,West Bengal,TAMLUK,,Normal/Others,"Construction of a concrete road from the house of Shyamal Nayek to the house of Joydeb Sahoo, Mouza- Pathuria, J.L. No. 249, Plot No. 482",,,,,297281.0,2026-08-12,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18257/2025-2026/236233,Lok Sabha,Abhijit Gangopadhyay,West Bengal,TAMLUK,,Normal/Others,"Construction of a concrete road with guard wall from the house of Tapan Pandit to the house of Banamali Hait via the house of Surya Maity at Jagannathpur, Mouza- Jagannathpur, J.L. No. 47, Plot No. 164 to 169 under Brindabanchak G.P., Kolaghat",,,,,311675.0,2026-08-14,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18056/2025-2026/263296,Lok Sabha,Parshottambhai Rupala,Gujarat,RAJKOT,,Normal/Others,Paver Block in Bhadva Village Crematorium,,,,,500000.0,2026-08-07,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18264/2025-2026/197609,Lok Sabha,Adv K Francis George,Kerala,KOTTAYAM,,Repair and Renovation,"Concreting  Kottam-chathampadam  Road, Neendor Gramapanchayat, ward-06",,,,,147568.0,2026-08-14,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18429/2026-2027/207498,Lok Sabha,Ravindra Vasantrao Chavan,Maharashtra,NANDED,,Normal/Others,Installation of Heritage light poles (Street Lights) on Gram panchayat owned land at Village Talbid (Ganganbid) Tehsil Naigaon (Kh.) Dist. Nanded,,,,,499000.0,2026-08-14,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18305/2025-2026/183287,Lok Sabha,E.T. Mohammed Basheer,Kerala,MALAPPURAM,,Normal/Others,"Construction of Athiyam Parambath Manjakkad Road, ward 5",,,,,243349.0,2026-08-18,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18056/2026-2027/280655,Lok Sabha,Parshottambhai Rupala,Gujarat,RAJKOT,,Normal/Others,Underground drainage work on the streets near the high school and other places.,,,,,498331.0,2026-08-04,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP747/2026-2027/260750,Lok Sabha,Manickam Tagore B,Tamil Nadu,VIRUDHUNAGAR,,Normal/Others,Construction of Waiting shed and bath tub with borewell in Burial ground at Pudhukottai Village and Panchayat,,,,,999593.0,2026-08-07,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP346/2025-2026/183973,Lok Sabha,Adv Adoor Prakash,Kerala,ATTINGAL,,Normal/Others,MML NEAR ST.AUGUSTINE CHURCH KURISADI IN MANGALAPURAM GRAMA PANCHAYATH,,,,,242517.0,2026-08-20,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18160/2025-2026/230967,Lok Sabha,Ummeda Ram Beniwal,Rajasthan,BARMER,,Normal/Others,As Per Attechment,,,,,,2026-08-13,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18160/2025-2026/230968,Lok Sabha,Ummeda Ram Beniwal,Rajasthan,BARMER,,Normal/Others,As Per Attechment,,,,,738785.0,2026-08-13,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18257/2025-2026/183375,Lok Sabha,Abhijit Gangopadhyay,West Bengal,TAMLUK,,Normal/Others,"Construction of a guard wall near the pond side of Soumen Paik at Kiarana, J.L. No. 224, Plot No. 2473 under Gojina G.P., Moyna, Purba Medinipur",,,,,249552.0,2026-08-13,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18047/2026-2027/286674,Lok Sabha,Manish Tewari,Chandigarh,CHANDIGARH,,Normal/Others,"For purchase of computers for computer labs in Dev Samaj College for Women, Sector 45-B, Ward No. 34, Chandigarh",,,,,999000.0,2026-08-14,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265895,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Phatik Gachi Sub Health Centre at Laskarpur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18056/2025-2026/263454,Lok Sabha,Parshottambhai Rupala,Gujarat,RAJKOT,,Normal/Others,Paver Block different street in village,,,,,400000.0,2026-08-04,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265902,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply  Installation High Mast near Gouripur Jana Para Swasan at Polgustia GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265896,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Gobindopur Anuraj Bidhya Mandir at Gobindopur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265940,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Nalda Koley Para Swasan at Polgustia GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265942,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Gobindopur Shivtala Primary School at Gobindopur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265943,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Batan Hazra Para Anganwari Centre at Gobindopur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18056/2026-2027/280657,Lok Sabha,Parshottambhai Rupala,Gujarat,RAJKOT,,Normal/Others,Paver block work  on the different streets near primary school,,,,,500000.0,2026-08-06,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265889,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply  Installation High Mast near Jalalsi Seva Sangha Club at Islampur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265894,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Naskarpur Health Centre at Laskarpur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18056/2026-2027/280656,Lok Sabha,Parshottambhai Rupala,Gujarat,RAJKOT,,Normal/Others,Underground drainage work at para area and old village,,,,,500000.0,2026-08-06,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265893,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Shontoshi Maa Tala Dakshin Naskarpur at Laskarpur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265892,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Phatik Gachi Sitala Mandir at Laskarpur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265891,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply  Installation High Mast near Majhu Khetra Baroari Math at  Islampur GP  under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18429/2026-2027/243634,Lok Sabha,Ravindra Vasantrao Chavan,Maharashtra,NANDED,,Normal/Others,Construction of Road from Brahmadev Temple to Ganisaab Pinjaris House under Gram Panchayat Hangarga Taluka Naigaon District Nanded.,,,,,695903.0,2026-08-05,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265890,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply  Installation High Mast near Islampur GP  under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP588/2026-2027/269974,Lok Sabha,Poonamben Hematbhai Maadam,Gujarat,JAMNAGAR,,Normal/Others,"For paver block work in Padarna Chowk, Mota Bhadukiya village of Kalavad taluka",,,,,398074.0,2026-08-05,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP719/2025-2026/247437,Lok Sabha,Bhagirath Chaudhary,Rajasthan,AJMER,,Normal/Others,Construction of cemented block road from Khandal Brahmin Hostel to the main road in front of Jaipur Road.,,,,,729357.0,2026-08-20,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18009/2025-2026/241165,Lok Sabha,B K Parthasarathi,Andhra Pradesh,HINDUPUR,,Normal/Others,"Providing CC Road in Arya Vysya Brahmana smasana Vatika, Penukonda",,,,,499292.0,2026-08-19,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18394/2025-2026/259832,Lok Sabha,V S Matheswaran,Tamil Nadu,NAMAKKAL,,Normal/Others,"Construction of a bus passenger shelter near the Government Higher Secondary School in Pachakoundanvalasu, Cholashiramani Panchayat, Kapilarmalai Panchayat Union.",,,,,649675.0,2026-08-17,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18162/2025-2026/232294,Lok Sabha,Damodar Agarwal,Rajasthan,BHILWARA,,Normal/Others,Shri Jaga Bhata Mukti Dham me Pratikshalay nirman kary Vill- Sathoor GP-Sathoor PS -Hindoli,,,,,495109.0,2026-08-06,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18009/2025-2026/245741,Lok Sabha,B K Parthasarathi,Andhra Pradesh,HINDUPUR,,Normal/Others,Providing cc Road from to Narasimhulu SC site to SC Colony at Roddam,,,,,499379.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18009/2025-2026/243739,Lok Sabha,B K Parthasarathi,Andhra Pradesh,HINDUPUR,,Normal/Others,Providing cc Road from Dasari Ramanji house to Narasimhulu SC site at Roddam,,,,,498785.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265898,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Gobindopur Khatir Math Swasan at Gobindopur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265899,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Dakshin Bandh Pollyapara at Gobindopur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265901,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply  Installation High Mast near Dipa Jana Para Math at Polgustia GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265897,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Batan Tatultala at Gobindopur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP825/2025-2026/265939,Lok Sabha,Prasun Banerjee,West Bengal,HOWRAH,,Normal/Others,Supply Installation High Mast near Mallick Pur Primary School at Islampur GP under AC 175 in MPLAD,,,,,150000.0,2026-08-19,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18353/2025-2026/227035,Lok Sabha,Rachna Banerjee,West Bengal,HOOGHLY,,Normal/Others,Supply and installation of 12.5 mtr and 1200 watt LED based electric high mast lighting system with complete set.,,,,,283857.0,2026-08-25,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18188/2026-2027/277802,Lok Sabha,Konda Vishweshwar Reddy,Telangana,CHELVELLA,,Normal/Others,Laying of CC Road from Nyalata BT Road to Dunsa Papaiah House and Internal at Ramannaguda Village of Chevella Mandal,,,,,499620.0,2026-08-18,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18306/2025-2026/185698,Lok Sabha,M.P Abdussamad Samadani,Kerala,PONNANI,,Normal/Others,construction of Pookarathara Thazhathe padi Sc colony road,,,,,242000.0,2026-08-10,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18188/2026-2027/277801,Lok Sabha,Konda Vishweshwar Reddy,Telangana,CHELVELLA,,Normal/Others,Laying of CC Road from Dunsa Papaiah House to Beerappa Temple Road and Internal at Ramannaguda Village of Chevella Mandal,,,,,499837.0,2026-08-18,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18306/2025-2026/185824,Lok Sabha,M.P Abdussamad Samadani,Kerala,PONNANI,,Normal/Others,Constuction of perumbam kunnu road concerting,,,,,307048.0,2026-08-10,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18306/2025-2026/185829,Lok Sabha,M.P Abdussamad Samadani,Kerala,PONNANI,,Normal/Others,Madirassery pumb house-perakuunnu colony road construction,,,,,167113.0,2026-08-10,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18400/2025-2026/216567,Lok Sabha,Kamaljeet Sehrawat,Delhi,WEST DELHI,,Normal/Others,Providing and Fixing of Rubber Flooring under Open Gym Equipment at Goverdhan Park Opp. WZ-67 in Titar Pur Tagore Garden New Delhi,,,,,127304.0,2026-08-21,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18167/2026-2027/280665,Lok Sabha,Brijendra Singh Ola,Rajasthan,JHUNJHUNU,,Normal/Others,Construction of a new tube well in place of the dry tube well located in Meghwal Mohalla in village Sari Panchayat Samiti Chirawa and extension of 4 delivery pipes and cable work etc.,,,,,510993.0,2026-08-18,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18400/2025-2026/216564,Lok Sabha,Kamaljeet Sehrawat,Delhi,WEST DELHI,,Normal/Others,Providing and Fixing of Rubber Flooring under Open Gym Equipment at B-157 Raghubir Nagar 25Gaj West Zone,,,,,231471.0,2026-08-21,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18400/2025-2026/216562,Lok Sabha,Kamaljeet Sehrawat,Delhi,WEST DELHI,,Normal/Others,Providing and Fixing of Rubber Flooring under Open Gym Equipment at Park Road No.17 West Punjabi Bagh West Zone,,,,,249628.0,2026-08-21,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18400/2025-2026/216555,Lok Sabha,Kamaljeet Sehrawat,Delhi,WEST DELHI,,Normal/Others,Providing and Fixing of Rubber Flooring under Open Gym Equipment at D44A Old Slum Park Paschim Puri West Zone,,,,,184469.0,2026-08-21,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18188/2026-2027/278731,Lok Sabha,Konda Vishweshwar Reddy,Telangana,CHELVELLA,,Normal/Others,Laying of CC Road from Kompalli Kamal Reddy House to Chittanuri Prabhakar House and Internal location in Chevella of Chevella Mandal,,,,,499837.0,2026-08-18,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18188/2026-2027/278730,Lok Sabha,Konda Vishweshwar Reddy,Telangana,CHELVELLA,,Normal/Others,Laying of CC Road from Chittanuri Prabhakar House to Basa Yadagiri House and Internal location in Chevella of Chevlla Mandal,,,,,499837.0,2026-08-18,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP490/2025-2026/240967,Lok Sabha,Narendra Modi,Uttar Pradesh,VARANASI,,Normal/Others,Interlocking Work from Gulab Singh Yadav house to Kailash Prasad Saroj Length 170 m,,,,,898570.0,2026-08-07,Work Completed,False,False,True,True,False,Lifecycle Data Gap
WS/MP18400/2025-2026/216553,Lok Sabha,Kamaljeet Sehrawat,Delhi,WEST DELHI,,Normal/Others,Providing and Fixing of Rubber Flooring under Open Gym Equipment at A8A Ne Slum Paschim Puri West Zone,,,,,220099.0,2026-08-21,Work Completed,False,False,False,True,False,Lifecycle Data Gap
WS/MP18056/2025-2026/233105,Lok Sabha,Parshottambhai Rupala,Gujarat,RAJKOT,,Normal/Others,C.C. Road in different areas of Sainik Society in Ward No. 1,,,,,863998.0,2026-08-24,Work Completed,False,False,False,True,False,Lifecycle Data Gap
